id_persona,edad,ciudad,país,lenguajes_dominio,frameworks_dominio,certificaciones,años_experiencia,nivel_educativo,área_trabajo_actual,salario_actual_usd,source
PER-91036,31.0,Monterrey,México,JavaScript|R,Vue|Angular,Cisco CCNA,2.0,Tecnólogo,DevOps,12550.0,profiles
PER-91037,30.0,???,Chile,C#|Java,Laravel|Spark,GCP ACE,3.0,Tecnólogo,Backend,35.951,profiles
PER-91038,25.0,Cartagena,Colombia,C#,Node.js|.NET,Scrum Master,4.0,Técnico,Data Science,10897.0,profiles
PER-91039,23.0,Seattle,USA,Swift|Java,.NET|Django,Scrum Master|GCP ACE,0.0,Autodidacta,IA,112310.0,profiles
PER-91040,33.0,Cali,Colombia,Kotlin,Spring,AWS CCP,3.0,Pregrado,BI/Analytics,15559.0,profiles
PER-91041,28.0,Santiago,Chile,Java|Swift,Spring,GCP ACE|AWS CCP,5.0,Pregrado,Frontend,27165.0,profiles
PER-91042,37.0,Rosario,Argentina,C#|JavaScript,Vue|Angular,Scrum Master|AWS CCP,2.0,Técnico,Frontend,31420.0,profiles
PER-91043,33.0,Cali,Colombia,JavaScript|Java,Vue|Spark,Scrum Master,0.0,Técnico,Ciberseguridad,10582.0,profiles
PER-91044,25.0,Rosario,Argentina,Swift|C#|Java,Spring|Vue,AWS CCP,3.0,Posgrado,Frontend,19780.0,profiles
PER-91045,32.0,Puebla,México,Python,.NET|Django,GCP ACE,0.0,Tecnólogo,DevOps,33284.0,profiles
PER-91046,35.0,Bucaramanga,Colombia,Swift|PHP|Kotlin,Flask|React,Scrum Master|GCP ACE,1.0,Técnico,Frontend,11530.0,profiles
PER-91047,31.0,Cusco,Perú,Python|Go,Spark,Azure Fundamentals,4.0,Tecnólogo,Backend,17245.0,profiles
PER-91048,27.0,Cartagena,Colombia,JavaScript|TypeScript,Flask|FastAPI,Cisco CCNA|Azure Fundamentals,1.0,Autodidacta,Cloud,14660.0,profiles
PER-91049,33.0,Córdoba,Argentina,C#,Angular|FastAPI,AWS CCP,2.0,Posgrado,Data Science,19176.0,profiles
PER-91050,28.0,Concepción,Chile,C#|Scala,Flask,Cisco CCNA|Azure Fundamentals,0.0,Posgrado,BI/Analytics,24763.0,profiles
PER-91051,24.0,Madrid,España,PHP,Laravel,Azure Fundamentals|Cisco CCNA,0.0,Autodidacta,Ciberseguridad,34121.0,profiles
PER-91052,23.0,Guadalajara,México,Java|R,Angular,AWS CCP,3.0,Pregrado,Cloud,15972.0,profiles
PER-91053,42.0,Cartagena,Colombia,Java|Go,FastAPI|Node.js,Azure Fundamentals|AWS CCP,3.0,Tecnólogo,Cloud,12244.0,profiles
PER-91054,31.0,Bucaramanga,Colombia,PHP|TypeScript,Django|FastAPI,GCP ACE|Azure Fundamentals,3.0,Pregrado,DevOps,9436.0,profiles
PER-91055,27.0,Austin,USA,PHP|Scala,Node.js|FastAPI,Scrum Master|GCP ACE,1.0,Tecnólogo,DevOps,108472.0,profiles
PER-91056,26.0,Valencia,España,C#|Kotlin,Django,GCP ACE|Scrum Master,1.0,Posgrado,BI/Analytics,51414.0,profiles
PER-91057,31.0,Barcelona,España,R|Go,Spark,AWS CCP,1.0,Posgrado,Backend,27.85,profiles
PER-91058,35.0,Lima,Perú,TypeScript|Go|Python,Django,AWS CCP,6.0,Tecnólogo,BI/Analytics,31.735,profiles
PER-91059,18.0,Santiago,Chile,php|kotlin,Spark,AWS CCP,6.0,Tecnólogo,IA,41078.0,profiles
PER-91060,18.0,Bucaramanga,Colombia,Scala|PHP|Kotlin,FastAPI|Spark,Cisco CCNA,7.0,Posgrado,Frontend,9.419,profiles
PER-91061,33.0,Lima,Perú,typescript|javascript,React,AWS CCP|Azure Fundamentals,2.0,Pregrado,BI/Analytics,23404.0,profiles
PER-91062,19.0,Rosario,Argentina,JavaScript|Kotlin,React,Azure Fundamentals,6.0,Posgrado,Data Science,11.561,profiles
PER-91063,33.0,Lima,Perú,php|c#,FastAPI,Unknown,1.0,Posgrado,Cloud,13020.0,profiles
PER-91064,22.0,PUEBLA,México,Go|C#,Django|Vue,AWS CCP,1.0,Posgrado,BI/Analytics,12029.0,profiles
PER-91065,26.0,Valparaíso,Chile,Java|Go,Spark,Scrum Master,2.0,Técnico,DevOps,28240.0,profiles
PER-91066,33.0,Rosario,Argentina,Go|TypeScript|JavaScript,.NET,AWS CCP|GCP ACE,3.0,Pregrado,Cloud,22023.0,profiles
PER-91067,27.0,CDMX,México,TypeScript,Laravel,AWS CCP|Azure Fundamentals,3.0,Pregrado,Backend,29227.0,profiles
PER-91068,22.0,Buenos Aires,Argentina,JavaScript|Kotlin,Vue|Laravel,GCP ACE,4.0,Técnico,Frontend,14016.0,profiles
PER-91069,34.0,Buenos Aires,Argentina,Python,Django|Vue,Azure Fundamentals,3.0,Pregrado,IA,31.204,profiles
PER-91070,26.0,Concepcion,Chile,Swift,Spark,AWS CCP,4.0,Autodidacta,IA,23067.0,profiles
PER-91071,26.0,CÓRDOBA,Argentina,C#|Java,Angular,Scrum Master,1.0,Pregrado,Ciberseguridad,19471.0,profiles
PER-91072,34.0,Sevilla,España,Python|Kotlin,Flask,Azure Fundamentals,6.0,Técnico,Frontend,37083.0,profiles
PER-91073,38.0,Rosario,Argentina,python,Node.js,Scrum Master,2.0,Autodidacta,Frontend,18425.0,profiles
PER-91074,25.0,Monterrey,México,Swift|C#|Go,Node.js,Scrum Master|Azure Fundamentals,5.0,Técnico,DevOps,27052.0,profiles
PER-91075,39.0,San Francisco,USA,Python|PHP|JavaScript,.NET|React,AWS CCP,3.0,Tecnólogo,Cloud,86942.0,profiles
PER-91076,23.0,Arequipa,Perú,c#,React,Unknown,2.0,Posgrado,Backend,15685.0,profiles
PER-91077,30.0,Lima,Perú,typescript,.NET|Node.js,Scrum Master,3.0,Tecnólogo,Ciberseguridad,20717.0,profiles
PER-91078,39.0,Bucaramanga,Colombia,JavaScript,FastAPI,Cisco CCNA,6.0,Autodidacta,DevOps,14100.0,profiles
PER-91079,23.0,Guadalajara,México,PHP|Python,Spark,AWS CCP,2.0,Posgrado,Data Science,12673.0,profiles
PER-91080,39.0,Concepción,Chile,PHP|Swift|R,Spark|Vue,AWS CCP,1.0,Tecnólogo,IA,38553.0,profiles
PER-91081,32.0,Miami,USA,Go,.NET|Vue,Scrum Master|Cisco CCNA,2.0,Técnico,BI/Analytics,104678.0,profiles
PER-91082,31.0,CDMX,México,Scala,Vue,GCP ACE,2.0,Autodidacta,Frontend,20719.0,profiles
PER-91083,23.0,San Francisco,USA,C#|PHP,Django,Azure Fundamentals|GCP ACE,3.0,Posgrado,Ciberseguridad,81.019,profiles
PER-91084,20.0,Miami,USA,C#|Kotlin,Angular|.NET,GCP ACE,1.0,Pregrado,Frontend,,profiles
PER-91085,25.0,Cusco,Perú,PHP,FastAPI,Scrum Master,4.0,Técnico,Cloud,15501.0,profiles
PER-91086,25.0,Valparaíso,Chile,R,Spring,Cisco CCNA|AWS CCP,4.0,Tecnólogo,BI/Analytics,26111.0,profiles
PER-91087,26.0,Barcelona,España,php|r|javascript,Flask,Unknown,4.0,Autodidacta,BI/Analytics,32299.0,profiles
PER-91088,30.0,Cartagena,Colombia,JavaScript|Go,Angular|Django,AWS CCP,2.0,Técnico,DevOps,15282.0,profiles
PER-91089,45.0,Córdoba,Argentina,Python,Node.js,None|Scrum Master,1.0,Autodidacta,DevOps,27485.0,profiles
PER-91090,35.0,CARTAGENA,Colombia,Swift|JavaScript,Spark,Scrum Master,1.0,Tecnólogo,Cloud,7000.0,profiles
PER-91091,18.0,Sevilla,España,PHP|R|Swift,Spark,Azure Fundamentals|Scrum Master,7.0,Tecnólogo,BI/Analytics,50.138,profiles
PER-91092,32.0,Concepción,Chile,R,Node.js,GCP ACE,4.0,Posgrado,Ciberseguridad,30995.0,profiles
PER-91093,26.0,Madrid,España,R,FastAPI|.NET,Cisco CCNA,0.0,Posgrado,IA,60525.0,profiles
PER-91094,20.0,Valencia,España,JavaScript|Kotlin,Spring|Spark,AWS CCP|Azure Fundamentals,1.0,Pregrado,BI/Analytics,43174.0,profiles
PER-91095,19.0,Concepción,Chile,php,Angular,AWS CCP|Scrum Master,2.0,Autodidacta,DevOps,23669.0,profiles
PER-91096,31.0,CDMX,México,C#|Scala,FastAPI|.NET,Cisco CCNA,3.0,Técnico,DevOps,16581.0,profiles
PER-91097,31.0,Bogotá,Colombia,TypeScript,Laravel,AWS CCP|Azure Fundamentals,3.0,Autodidacta,IA,12058.0,profiles
PER-91098,29.0,Miami,USA,Scala|TypeScript|Kotlin,Laravel|Angular,AWS CCP|None,0.0,Posgrado,IA,65584.0,profiles
PER-91099,32.0,New York,USA,C#|Scala,Laravel,AWS CCP,5.0,Pregrado,Data Science,,profiles
PER-91100,25.0,Rosario,Argentina,JavaScript|PHP,React|Vue,AWS CCP,1.0,Autodidacta,Data Science,15604.0,profiles
PER-91101,27.0,Monterrey,México,Java|Python|Swift,Angular,Unknown,4.0,Tecnólogo,Frontend,22.851,profiles
PER-91102,32.0,Concepción,Chile,Swift|C#|R,Node.js,GCP ACE|Cisco CCNA,3.0,Tecnólogo,BI/Analytics,35.756,profiles
PER-91103,25.0,San Francisco,USA,R|Swift,Django|FastAPI,Scrum Master,3.0,Tecnólogo,Frontend,84290.0,profiles
PER-91104,37.0,Concepción,Chile,Python,.NET,Azure Fundamentals,0.0,Posgrado,Cloud,27790.0,profiles
PER-91105,27.0,Arequipa,Perú,TypeScript,Vue|FastAPI,GCP ACE|None,6.0,Pregrado,BI/Analytics,27865.0,profiles
PER-91106,22.0,Sevilla,España,java|swift,Spark|React,Cisco CCNA,1.0,Pregrado,DevOps,35.774,profiles
PER-91107,,Miami,USA,typescript|kotlin,Spring,AWS CCP,4.0,Pregrado,Cloud,,profiles
PER-91108,34.0,Lima,Perú,Kotlin|Go|Scala,React|Angular,Unknown,0.0,Posgrado,Frontend,14878.0,profiles
PER-91109,35.0,Cali,Colombia,swift|r,FastAPI|Node.js,None|AWS CCP,4.0,Técnico,Data Science,24120.0,profiles
PER-91110,25.0,San Francisco,USA,Go|Scala,Django,Cisco CCNA,3.0,Pregrado,Ciberseguridad,106.381,profiles
PER-91111,35.0,Cusco,Perú,Java|Go,Node.js|.NET,Unknown,2.0,Autodidacta,DevOps,18389.0,profiles
PER-91112,20.0,Valparaíso,Chile,r|java,Spring,Scrum Master,6.0,Tecnólogo,Ciberseguridad,38265.0,profiles
PER-91113,31.0,Cusco,Perú,Scala|C#|Kotlin,Flask|Django,Azure Fundamentals|None,0.0,Posgrado,Frontend,15838.0,profiles
PER-91114,27.0,Sevilla,España,scala|python,Spark|.NET,Unknown,1.0,Autodidacta,Cloud,31.186,profiles
PER-91115,32.0,Guadalajara,México,Kotlin|C#|TypeScript,Flask|Angular,AWS CCP|Cisco CCNA,1.0,Técnico,Cloud,13773.0,profiles
PER-91116,36.0,San Francisco,USA,javascript|go,Laravel|FastAPI,GCP ACE,0.0,Pregrado,Frontend,69.545,profiles
PER-91117,24.0,Valparaíso,Chile,TypeScript,Spring|Node.js,GCP ACE|Scrum Master,0.0,Técnico,Ciberseguridad,20210.0,profiles
PER-91118,18.0,madrid,España,c#|kotlin,Django,Unknown,1.0,Autodidacta,BI/Analytics,32593.0,profiles
PER-91119,41.0,Buenos Aires,Argentina,Scala|R,FastAPI|Angular,Scrum Master,4.0,Tecnólogo,Frontend,19472.0,profiles
PER-91120,30.0,PUEBLA,México,Go,React,Cisco CCNA,3.0,Posgrado,IA,31.903,profiles
PER-91121,34.0,Austin,USA,JavaScript|PHP,Spark|Angular,Azure Fundamentals,3.0,Autodidacta,Backend,109883.0,profiles
PER-91122,29.0,Bogota,Colombia,Java|C#,Angular|FastAPI,GCP ACE,3.0,Tecnólogo,Cloud,10006.0,profiles
PER-91123,26.0,Córdoba,Argentina,c#|typescript,React|.NET,Azure Fundamentals|AWS CCP,1.0,Técnico,DevOps,24417.0,profiles
PER-91124,31.0,Austin,USA,C#|PHP,Laravel,Cisco CCNA|Azure Fundamentals,3.0,Tecnólogo,IA,171.291,profiles
PER-91125,25.0,New York,USA,Kotlin|Java|TypeScript,Spark,Unknown,2.0,Posgrado,BI/Analytics,78433.0,profiles
PER-91126,19.0,BARRANQUILLA,Colombia,Kotlin,React|Spark,Cisco CCNA|GCP ACE,4.0,Técnico,Frontend,17126.0,profiles
PER-91127,22.0,Guadalajara,México,typescript,Spark|.NET,AWS CCP,1.0,Técnico,Frontend,25689.0,profiles
PER-91128,43.0,Sevilla,España,Scala|R,Node.js,Unknown,3.0,Posgrado,Cloud,40078.0,profiles
PER-91129,32.0,New York,USA,Scala|C#,Angular|Vue,AWS CCP,2.0,Tecnólogo,Cloud,110175.0,profiles
PER-91130,24.0,Guadalajara,México,Kotlin,.NET,Azure Fundamentals|AWS CCP,2.0,Técnico,DevOps,19342.0,profiles
PER-91131,29.0,CDMX,México,Java|Swift,Spark|Vue,Unknown,0.0,Tecnólogo,Backend,14429.0,profiles
PER-91132,22.0,Arequipa,Perú,kotlin|php|r,FastAPI|Spark,Scrum Master,2.0,Autodidacta,BI/Analytics,12362.0,profiles
PER-91133,30.0,Barranquilla,Colombia,C#|Kotlin|R,Node.js|Angular,None|GCP ACE,5.0,Posgrado,IA,11303.0,profiles
PER-91134,23.0,Monterrey,México,Kotlin|PHP|Java,FastAPI|Django,AWS CCP,4.0,Autodidacta,DevOps,23535.0,profiles
PER-91135,28.0,Bucaramanga,Colombia,JavaScript,Vue,Azure Fundamentals|None,2.0,Técnico,Ciberseguridad,9.335,profiles
PER-91136,31.0,Medellín,Colombia,TypeScript|Python|JavaScript,Vue|Angular,Azure Fundamentals|Scrum Master,3.0,Técnico,BI/Analytics,13597.0,profiles
PER-91137,29.0,Lima,Perú,Python|Kotlin,Spring|FastAPI,Azure Fundamentals,5.0,Autodidacta,Backend,25219.0,profiles
PER-91138,24.0,Córdoba,Argentina,java|c#|python,Spring|Django,None|Scrum Master,0.0,Tecnólogo,Cloud,22944.0,profiles
PER-91139,31.0,Valparaíso,Chile,TypeScript|Swift|JavaScript,Vue,Scrum Master,0.0,Técnico,Data Science,35771.0,profiles
PER-91140,28.0,Medellin,Colombia,Scala,Flask,Unknown,3.0,Autodidacta,Frontend,10864.0,profiles
PER-91141,21.0,Barcelona,España,C#,FastAPI|Node.js,Scrum Master,0.0,Pregrado,IA,39770.0,profiles
PER-91142,29.0,Barranquilla,Colombia,Go,Node.js,GCP ACE,3.0,Pregrado,Data Science,12696.0,profiles
PER-91143,31.0,Concepción,Chile,PHP|C#|Go,Django|Vue,Azure Fundamentals|Cisco CCNA,1.0,Técnico,Cloud,22678.0,profiles
PER-91144,24.0,PUEBLA,México,Swift|C#,Angular,Cisco CCNA,3.0,Pregrado,Data Science,25791.0,profiles
PER-91145,25.0,Medellín,Colombia,Scala|Swift,Spring,GCP ACE,2.0,Autodidacta,IA,7.791,profiles
PER-91146,31.0,GUADALAJARA,México,java,Node.js,AWS CCP,5.0,Posgrado,Backend,11581.0,profiles
PER-91147,27.0,???,Argentina,Go,Vue|.NET,None|GCP ACE,1.0,Autodidacta,Frontend,14827.0,profiles
PER-91148,25.0,Bucaramanga,Colombia,Python|Scala|Kotlin,.NET|Node.js,Azure Fundamentals|None,3.0,Pregrado,BI/Analytics,7728.0,profiles
PER-91149,36.0,Austin,USA,C#|R|Go,Spring|.NET,Scrum Master,4.0,Posgrado,Backend,104224.0,profiles
PER-91150,29.0,Arequipa,Perú,Python,Laravel,AWS CCP|None,4.0,Técnico,IA,14007.0,profiles
PER-91151,23.0,Barcelona,España,PHP|C#,Spark|Spring,Azure Fundamentals,0.0,Pregrado,BI/Analytics,49030.0,profiles
PER-91152,34.0,Puebla,México,JavaScript|Swift|C#,Flask,None|Scrum Master,4.0,Posgrado,Cloud,17048.0,profiles
PER-91153,18.0,Barranquilla,Colombia,swift,Spark|Angular,AWS CCP|Azure Fundamentals,1.0,Tecnólogo,Ciberseguridad,13504.0,profiles
PER-91154,23.0,Buenos Aires,Argentina,Go|R|TypeScript,Spark,Unknown,1.0,Tecnólogo,IA,17.223,profiles
PER-91155,38.0,Bogotá,Colombia,Python|R|JavaScript,React,Unknown,4.0,Tecnólogo,IA,14420.0,profiles
PER-91156,25.0,Austin,USA,Go|PHP,Django,GCP ACE|Azure Fundamentals,5.0,Técnico,BI/Analytics,71438.0,profiles
PER-91157,34.0,Valparaíso,Chile,Swift|Go,Angular|FastAPI,Azure Fundamentals,2.0,Autodidacta,IA,33.239,profiles
PER-91158,27.0,Santiago,Chile,Kotlin|Python|R,.NET|Angular,Azure Fundamentals|GCP ACE,4.0,Posgrado,Data Science,36726.0,profiles
PER-91159,25.0,CUSCO,Perú,Kotlin|TypeScript|Go,Vue|FastAPI,Scrum Master,0.0,Tecnólogo,Frontend,13128.0,profiles
PER-91160,28.0,???,España,Kotlin,Spark|Angular,Scrum Master|Azure Fundamentals,1.0,Autodidacta,BI/Analytics,57720.0,profiles
PER-91161,22.0,New York,USA,PHP|Scala|Swift,React|FastAPI,Unknown,3.0,Posgrado,Frontend,62080.0,profiles
PER-91162,40.0,Valparaíso,Chile,go|r,Laravel|Spring,Scrum Master|Cisco CCNA,2.0,Posgrado,Backend,36247.0,profiles
PER-91163,32.0,Rosario,Argentina,go,Spark,AWS CCP,0.0,Posgrado,BI/Analytics,14.045,profiles
PER-91164,20.0,Arequipa,Perú,Swift|Python|PHP,.NET|Spring,GCP ACE,1.0,Tecnólogo,Data Science,15029.0,profiles
PER-91165,31.0,Medellín,Colombia,C#|Go,FastAPI,Azure Fundamentals,2.0,Pregrado,IA,8808.0,profiles
PER-91166,18.0,CARTAGENA,Colombia,Java,React|.NET,Unknown,7.0,Técnico,Ciberseguridad,8.912,profiles
PER-91167,24.0,Valencia,España,PHP,React,GCP ACE|AWS CCP,6.0,Pregrado,Frontend,54.289,profiles
PER-91168,32.0,Santiago,Chile,R|JavaScript,Laravel|FastAPI,Unknown,0.0,Posgrado,BI/Analytics,22914.0,profiles
PER-91169,29.0,Monterrey,México,javascript,React|Spark,Scrum Master,4.0,Autodidacta,DevOps,17.549,profiles
PER-91170,18.0,Concepción,Chile,R|Go,Flask|React,GCP ACE|Scrum Master,0.0,Pregrado,Backend,46057.0,profiles
PER-91171,30.0,Santiago,Chile,PHP|TypeScript|C#,Vue|Spring,Scrum Master,2.0,Pregrado,BI/Analytics,39.085,profiles
PER-91172,39.0,Valencia,España,R|Scala,Vue,Scrum Master,2.0,Posgrado,Cloud,31.9,profiles
PER-91173,23.0,Valparaíso,Chile,Swift|TypeScript,Spark,None|Cisco CCNA,2.0,Pregrado,Data Science,17839.0,profiles
PER-91174,23.0,Valparaíso,Chile,scala,Node.js,Scrum Master,2.0,Posgrado,Data Science,40001.0,profiles
PER-91175,18.0,Seattle,USA,c#|python,React,Azure Fundamentals|GCP ACE,4.0,Autodidacta,BI/Analytics,119.633,profiles
PER-91176,18.0,Seattle,USA,R,.NET,AWS CCP,5.0,Técnico,BI/Analytics,101610.0,profiles
PER-91177,32.0,Seattle,USA,Kotlin|C#,FastAPI|Angular,AWS CCP,3.0,Posgrado,DevOps,,profiles
PER-91178,26.0,Arequipa,Perú,Python|C#|R,React,Scrum Master,2.0,Tecnólogo,Frontend,18585.0,profiles
PER-91179,28.0,???,Argentina,Java|C#,Spring|Vue,Scrum Master,0.0,Técnico,Frontend,36618.0,profiles
PER-91180,24.0,Lima,Perú,C#|PHP|Java,Spark,Scrum Master|None,2.0,Autodidacta,Backend,22034.0,profiles
PER-91181,27.0,Santiago,Chile,Scala,FastAPI|Flask,None|Azure Fundamentals,2.0,Autodidacta,Frontend,26898.0,profiles
PER-91182,22.0,Valencia,España,TypeScript,Vue,AWS CCP,3.0,Pregrado,IA,38326.0,profiles
PER-91183,26.0,austin,USA,Scala|Swift|Kotlin,FastAPI|Django,Azure Fundamentals,5.0,Tecnólogo,DevOps,97752.0,profiles
PER-91184,29.0,Rosario,Argentina,Python|Kotlin,Spring,GCP ACE,2.0,Pregrado,Data Science,21013.0,profiles
PER-91185,28.0,Madrid,España,Go|C#,Spark,Azure Fundamentals|Scrum Master,3.0,Pregrado,BI/Analytics,43.515,profiles
PER-91186,31.0,San Francisco,USA,Go|C#,Spark|Vue,GCP ACE,0.0,Pregrado,Frontend,85.295,profiles
PER-91187,29.0,Valencia,España,Python|Go|PHP,Vue,GCP ACE,1.0,Posgrado,Data Science,41.541,profiles
PER-91188,24.0,Arequipa,Perú,PHP|R,Laravel|.NET,AWS CCP|Scrum Master,4.0,Técnico,IA,14161.0,profiles
PER-91189,29.0,CUSCO,Perú,C#,React|Laravel,GCP ACE|Scrum Master,3.0,Tecnólogo,Data Science,22.495,profiles
PER-91190,27.0,Arequipa,Perú,R|Java,Spark|FastAPI,AWS CCP,4.0,Posgrado,Ciberseguridad,25.336,profiles
PER-91191,21.0,Seattle,USA,Kotlin|Swift|Python,Spark|Angular,GCP ACE,4.0,Autodidacta,BI/Analytics,,profiles
PER-91192,27.0,Bogotá,Colombia,Swift|Go,Laravel|Django,GCP ACE,1.0,Posgrado,Frontend,8960.0,profiles
PER-91193,29.0,CDMX,México,R|Go|TypeScript,Flask,GCP ACE,4.0,Pregrado,Cloud,28.475,profiles
PER-91194,27.0,Guadalajara,México,R|Swift,Vue,GCP ACE|AWS CCP,3.0,Posgrado,Cloud,21.741,profiles
PER-91195,,rosario,Argentina,c#|python,Angular,GCP ACE,2.0,Autodidacta,DevOps,13708.0,profiles
PER-91196,37.0,Rosario,Argentina,JavaScript|Go,Laravel,Azure Fundamentals,0.0,Autodidacta,IA,25998.0,profiles
PER-91197,26.0,santiago,Chile,Scala,Spark|Spring,Scrum Master|GCP ACE,2.0,Tecnólogo,Cloud,25.641,profiles
PER-91198,29.0,Lima,Perú,Kotlin|Java,Laravel|Node.js,Scrum Master|None,1.0,Autodidacta,BI/Analytics,15285.0,profiles
PER-91199,36.0,Guadalajara,México,TypeScript|Python,Django|Node.js,AWS CCP|Scrum Master,4.0,Autodidacta,Cloud,14919.0,profiles
PER-91200,19.0,Valencia,España,R,Flask|Vue,AWS CCP|Scrum Master,2.0,Pregrado,Backend,23.262,profiles
PER-91201,25.0,Guadalajara,México,Scala|Go|Python,FastAPI,GCP ACE|AWS CCP,1.0,Posgrado,Backend,13792.0,profiles
PER-91202,19.0,Monterrey,México,R|Swift,Spark|Node.js,AWS CCP,2.0,Posgrado,Ciberseguridad,19.998,profiles
PER-91203,29.0,Monterrey,México,R|TypeScript,Laravel|React,Azure Fundamentals|Scrum Master,2.0,Pregrado,Backend,19148.0,profiles
PER-91204,31.0,Santiago,Chile,JavaScript,Django,None|AWS CCP,4.0,Pregrado,Frontend,21174.0,profiles
PER-91205,27.0,Bogotá,Colombia,kotlin|php,React,GCP ACE|AWS CCP,0.0,Tecnólogo,Cloud,10865.0,profiles
PER-91206,18.0,Barcelona,España,Swift|Java,FastAPI,Cisco CCNA,2.0,Técnico,BI/Analytics,60864.0,profiles
PER-91207,25.0,Santiago,Chile,python,Flask|FastAPI,AWS CCP,2.0,Posgrado,Data Science,26.693,profiles
PER-91208,31.0,Seattle,USA,Kotlin|Scala,Django|Spark,Cisco CCNA,3.0,Técnico,IA,80010.0,profiles
PER-91209,36.0,Buenos Aires,Argentina,Go|C#|Swift,.NET|Spark,Cisco CCNA|None,3.0,Técnico,Ciberseguridad,24197.0,profiles
PER-91210,35.0,Valparaíso,Chile,PHP|TypeScript|Python,Laravel|Vue,AWS CCP|Scrum Master,3.0,Pregrado,Backend,41132.0,profiles
PER-91211,31.0,Santiago,Chile,javascript|php|python,Vue|React,Unknown,4.0,Autodidacta,Frontend,35.438,profiles
PER-91212,32.0,sevilla,España,Scala|PHP|Go,.NET|Angular,AWS CCP,5.0,Pregrado,Frontend,31620.0,profiles
PER-91213,43.0,Santiago,Chile,Go,Node.js|Flask,GCP ACE,3.0,Tecnólogo,IA,22652.0,profiles
PER-91214,20.0,Madrid,España,JavaScript|C#,Spark,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,30101.0,profiles
PER-91215,38.0,Monterrey,México,Swift,Angular|Django,Azure Fundamentals|GCP ACE,3.0,Autodidacta,BI/Analytics,15615.0,profiles
PER-91216,30.0,Bucaramanga,Colombia,TypeScript|Swift,Vue|Angular,Scrum Master|Azure Fundamentals,3.0,Posgrado,Cloud,16714.0,profiles
PER-91217,21.0,Madrid,España,C#|Go,Flask|.NET,GCP ACE,6.0,Pregrado,DevOps,30123.0,profiles
PER-91218,27.0,Guadalajara,México,PHP,.NET,AWS CCP,4.0,Técnico,Ciberseguridad,15945.0,profiles
PER-91219,26.0,???,España,Scala|Swift,Vue|Laravel,None|GCP ACE,4.0,Técnico,BI/Analytics,39831.0,profiles
PER-91220,39.0,New York,USA,javascript,React|FastAPI,AWS CCP,6.0,Pregrado,Cloud,112751.0,profiles
PER-91221,34.0,Cusco,Perú,Kotlin|Swift|JavaScript,.NET|Laravel,Azure Fundamentals,0.0,Tecnólogo,Backend,15808.0,profiles
PER-91222,35.0,New York,USA,Scala|Java,.NET|Spark,GCP ACE,2.0,Técnico,Data Science,90891.0,profiles
PER-91223,35.0,Valparaíso,Chile,javascript|go,Laravel|Angular,Azure Fundamentals,5.0,Autodidacta,DevOps,22302.0,profiles
PER-91224,27.0,New York,USA,Scala,Spark|Spring,Cisco CCNA,5.0,Autodidacta,DevOps,,profiles
PER-91225,36.0,Cusco,Perú,TypeScript,Spring,Cisco CCNA,2.0,Autodidacta,Frontend,25303.0,profiles
PER-91226,24.0,Córdoba,Argentina,Scala,Spark|Vue,Cisco CCNA,2.0,Técnico,DevOps,13.887,profiles
PER-91227,19.0,Lima,Perú,swift|php,Flask|Vue,AWS CCP|GCP ACE,1.0,Pregrado,Data Science,29.769,profiles
PER-91228,38.0,Valparaiso,Chile,JavaScript|TypeScript,Django,GCP ACE,1.0,Posgrado,BI/Analytics,26.817,profiles
PER-91229,25.0,new york,USA,Swift|PHP,Spark,AWS CCP,5.0,Posgrado,Frontend,146.299,profiles
PER-91230,24.0,Barranquilla,Colombia,Kotlin|Swift,Django|.NET,Azure Fundamentals,0.0,Técnico,Ciberseguridad,13354.0,profiles
PER-91231,37.0,Miami,USA,Python|C#,Vue,GCP ACE|None,5.0,Técnico,IA,,profiles
PER-91232,24.0,Monterrey,México,PHP|TypeScript|Python,Vue,Unknown,6.0,Tecnólogo,Cloud,17097.0,profiles
PER-91233,35.0,Lima,Perú,Kotlin|TypeScript,Laravel,Cisco CCNA,4.0,Pregrado,BI/Analytics,10738.0,profiles
PER-91234,33.0,Madrid,España,Python,FastAPI,AWS CCP|None,1.0,Autodidacta,Backend,36835.0,profiles
PER-91235,30.0,Lima,Perú,Python,Django,Cisco CCNA,4.0,Autodidacta,BI/Analytics,24099.0,profiles
PER-91236,31.0,Lima,Perú,Kotlin|C#,Django|.NET,GCP ACE|Scrum Master,5.0,Posgrado,Data Science,15703.0,profiles
PER-91237,28.0,Madrid,España,JavaScript,Django|Spring,GCP ACE|AWS CCP,2.0,Técnico,DevOps,30102.0,profiles
PER-91238,25.0,San Francisco,USA,Swift|R,Node.js|Spark,Azure Fundamentals,7.0,Autodidacta,IA,89880.0,profiles
PER-91239,18.0,Rosario,Argentina,R|JavaScript,Spring,None|Cisco CCNA,2.0,Técnico,Cloud,17167.0,profiles
PER-91240,29.0,New York,USA,PHP|C#|JavaScript,Flask|Spring,Azure Fundamentals|None,4.0,Autodidacta,Data Science,93.502,profiles
PER-91241,24.0,Sevilla,España,typescript,React,Azure Fundamentals,2.0,Tecnólogo,Data Science,57475.0,profiles
PER-91242,29.0,Madrid,España,TypeScript,Spark,None|Azure Fundamentals,2.0,Posgrado,Data Science,36441.0,profiles
