ID_Persona,Edad,Ciudad,País,Lenguajes_Dominio,Frameworks_Dominio,Certificaciones,Años_Experiencia,Nivel_Educativo,Área_Trabajo_Actual,Salario_Actual_USD
PER-91120,30,PUEBLA,México,Go,React,Cisco CCNA,,Posgrado,IA,US$ 31.903
PER-91121,34,Austin,USA,JavaScript|PHP,Spark|Angular,Azure Fundamentals,3.0,Autodidacta,Backend,109883
PER-91122,29,Bogota,Colombia,Java|C#,Angular|FastAPI,GCP ACE,3.0,Tecnólogo,Cloud,10006
PER-91123,26,Córdoba,Argentina,c#|typescript,React|.NET,Azure Fundamentals|AWS CCP,1.0,Técnico,DevOps,USD 24417
PER-91124,31,Austin,USA,C#|PHP,Laravel,Cisco CCNA|Azure Fundamentals,3.0,Tecnólogo,IA,US$ 171.291
PER-91125,25,New York ,USA,Kotlin|Java|TypeScript,Spark,None,2.0,Posgrado,BI/Analytics,"$78,433"
PER-91126,19,BARRANQUILLA,Colombia,Kotlin,React|Spark,Cisco CCNA|GCP ACE ,4.0,Técnico,Frontend,$17126
PER-91127,22,Guadalajara,México,typescript,Spark|.NET,AWS CCP ,1.0,Técnico,Frontend,25689
PER-91128,43,Sevilla,España,Scala|R,Node.js,None,3.0,Posgrado,Cloud,"$40,078"
PER-91129,32,New York,USA,Scala|C#,Angular|Vue,AWS CCP,2.0,Tecnólogo,Cloud,110175
PER-91130,24,Guadalajara,México,Kotlin,.NET,Azure Fundamentals|AWS CCP,2.0,Técnico,DevOps,$19342
PER-91131,29,CDMX,México,Java|Swift,Spark|Vue,None,0.0,Tecnólogo,Backend,"$14,429"
PER-91132,22,Arequipa,Perú,kotlin|php|r,FastAPI|Spark,Scrum Master,2.0,Autodidacta,BI/Analytics,USD 12362
PER-91133,30,Barranquilla,Colombia,C#|Kotlin|R,Node.js|Angular,None|GCP ACE,5.0,Posgrado,IA,11303
PER-91134,23,Monterrey,México,Kotlin|PHP|Java,FastAPI|Django,AWS CCP,4.0,Autodidacta,DevOps,"$23,535"
PER-91135,28,Bucaramanga,Colombia,JavaScript,Vue,Azure Fundamentals|None ,2.0,Técnico,Ciberseguridad,US$ 9.335
PER-91136,31,Medellín,Colombia,TypeScript|Python|JavaScript,Vue|Angular,Azure Fundamentals|Scrum Master,3.0,Técnico,BI/Analytics,$13597
PER-91137,29,Lima,Perú,Python|Kotlin,Spring|FastAPI,Azure Fundamentals,5.0,Autodidacta,Backend,"$25,219"
PER-91138,24,Córdoba,Argentina,java|c#|python,Spring|Django,None|Scrum Master,0.0,Tecnólogo,Cloud,22944
PER-91139,31,Valparaíso,Chile,TypeScript|Swift|JavaScript,Vue,Scrum Master,0.0,Técnico,Data Science,35771
PER-91140,28,Medellin,Colombia,Scala,Flask,None,3.0,Autodidacta,Frontend,"$10,864"
PER-91141,21,Barcelona,España,C#,FastAPI|Node.js,Scrum Master,0.0,Pregrado,IA,39770
PER-91142,29,Barranquilla,Colombia,Go,Node.js,GCP ACE,3.0,Pregrado,Data Science,$12696
PER-91143,31,Concepción,Chile,PHP|C#|Go,Django|Vue,Azure Fundamentals|Cisco CCNA,1.0,Técnico,Cloud,USD 22678
PER-91144,24,PUEBLA,México,Swift|C#,Angular,Cisco CCNA,3.0,Pregrado,Data Science,$25791
PER-91145,25,Medellín,Colombia,Scala|Swift,Spring,GCP ACE ,2.0,Autodidacta,IA,US$ 7.791
PER-91146,31,GUADALAJARA,México,java,Node.js,AWS CCP,5.0,Posgrado,Backend,$11581
PER-91147,27,???,Argentina,Go,Vue|.NET,None|GCP ACE,1.0,Autodidacta,Frontend,USD 14827
PER-91148,25,Bucaramanga,Colombia,Python|Scala|Kotlin,.NET|Node.js,Azure Fundamentals|None,3.0,Pregrado,BI/Analytics,$7728
PER-91149,36,Austin,USA,C#|R|Go,Spring|.NET,Scrum Master,4.0,Posgrado,Backend,$104224
PER-91150,29,Arequipa,Perú,Python,Laravel,AWS CCP|None,4.0,Técnico,IA,14007
PER-91151,23,Barcelona,España,PHP|C#,Spark|Spring,Azure Fundamentals,0.0,Pregrado,BI/Analytics,$49030
PER-91152,34,Puebla,México,JavaScript|Swift|C#,Flask,None|Scrum Master,4.0,Posgrado,Cloud,USD 17048
PER-91153,18,Barranquilla,Colombia,swift,Spark|Angular,AWS CCP|Azure Fundamentals,1.0,Tecnólogo,Ciberseguridad,"$13,504"
PER-91154,23,Buenos Aires,Argentina,Go|R|TypeScript,Spark,None,1.0,Tecnólogo,IA,US$ 17.223
PER-91155,38,Bogotá,Colombia,Python|R|JavaScript,React,None,4.0,Tecnólogo,IA,"$14,420"
PER-91156,25,Austin,USA,Go|PHP,Django,GCP ACE|Azure Fundamentals,5.0,Técnico,BI/Analytics,USD 71438
PER-91157,34,Valparaíso,Chile,Swift|Go,Angular|FastAPI,Azure Fundamentals,2.0,Autodidacta,IA,US$ 33.239
PER-91158,27,Santiago,Chile,Kotlin|Python|R,.NET|Angular,Azure Fundamentals|GCP ACE,4.0,Posgrado,Data Science,USD 36726
PER-91159,25,CUSCO,Perú,Kotlin|TypeScript|Go,Vue|FastAPI,Scrum Master,0.0,Tecnólogo,Frontend,$13128
PER-91160,28,???,España,Kotlin,Spark|Angular,Scrum Master|Azure Fundamentals,1.0,Autodidacta,BI/Analytics,$57720
PER-91161,22,New York,USA,PHP|Scala|Swift,React|FastAPI,None,3.0,Posgrado,Frontend,62080
PER-91162,40,Valparaíso,Chile,go|r,Laravel|Spring,Scrum Master|Cisco CCNA,2.0,Posgrado,Backend,$36247
PER-91163,32,Rosario,Argentina,go,Spark,AWS CCP,0.0,Posgrado,BI/Analytics,US$ 14.045
PER-91164,20,Arequipa,Perú,Swift|Python|PHP,.NET|Spring,GCP ACE,1.0,Tecnólogo,Data Science,"$15,029"
PER-91165,31,Medellín,Colombia,C#|Go,FastAPI,Azure Fundamentals,2.0,Pregrado,IA,$8808
PER-91166,18,CARTAGENA,Colombia,Java,React|.NET,None,7.0,Técnico,Ciberseguridad,US$ 8.912
PER-91167,24,Valencia,España,PHP,React,GCP ACE|AWS CCP,6.0,Pregrado,Frontend,US$ 54.289
PER-91168,32,Santiago,Chile,R|JavaScript,Laravel|FastAPI,None,0.0,Posgrado,BI/Analytics,USD 22914
PER-91169,29,Monterrey,México,javascript,React|Spark,Scrum Master,4.0,Autodidacta,DevOps,US$ 17.549
PER-91170,18,Concepción,Chile,R|Go,Flask|React,GCP ACE|Scrum Master,0.0,Pregrado,Backend,$46057
PER-91171,30,Santiago ,Chile,PHP|TypeScript|C#,Vue|Spring,Scrum Master,2.0,Pregrado,BI/Analytics,US$ 39.085
PER-91172,39,Valencia,España,R|Scala,Vue,Scrum Master,2.0,Posgrado,Cloud,US$ 31.900
PER-91173,23,Valparaíso,Chile,Swift|TypeScript,Spark,None|Cisco CCNA,2.0,Pregrado,Data Science,USD 17839
PER-91174,23,Valparaíso,Chile,scala,Node.js,Scrum Master,2.0,Posgrado,Data Science,USD 40001
PER-91175,18,Seattle,USA,c#|python,React,Azure Fundamentals|GCP ACE,4.0,Autodidacta,BI/Analytics,US$ 119.633
PER-91176,18,Seattle,USA,R,.NET,AWS CCP,5.0,Técnico,BI/Analytics,USD 101610
PER-91177,32,Seattle,USA,Kotlin|C#,FastAPI|Angular,AWS CCP,3.0,Posgrado,DevOps,"$137,498"
PER-91178,26,Arequipa,Perú,Python|C#|R,React,Scrum Master,2.0,Tecnólogo,Frontend,USD 18585
PER-91179,28,???,Argentina,Java|C#,Spring|Vue,Scrum Master,0.0,Técnico,Frontend,"$36,618"
PER-91180,24,Lima,Perú,C#|PHP|Java,Spark,Scrum Master|None,2.0,Autodidacta,Backend,22034
PER-91181,27,Santiago,Chile,Scala,FastAPI|Flask,None|Azure Fundamentals,2.0,Autodidacta,Frontend,USD 26898
PER-91182,22,Valencia,España,TypeScript,Vue,AWS CCP,,Pregrado,IA,USD 38326
PER-91183,26,austin,USA,Scala|Swift|Kotlin,FastAPI|Django,Azure Fundamentals ,5.0,Tecnólogo,DevOps,USD 97752
PER-91184,29,Rosario,Argentina,Python|Kotlin,Spring,GCP ACE,2.0,Pregrado,Data Science,"$21,013"
PER-91185,28,Madrid,España,Go|C#,Spark,Azure Fundamentals|Scrum Master,3.0,Pregrado,BI/Analytics,US$ 43.515
PER-91186,31,San Francisco,USA,Go|C#,Spark|Vue,GCP ACE,0.0,Pregrado,Frontend,US$ 85.295
PER-91187,29,Valencia ,España,Python|Go|PHP,Vue,GCP ACE,1.0,Posgrado,Data Science,US$ 41.541
PER-91188,24,Arequipa,Perú,PHP|R,Laravel|.NET,AWS CCP|Scrum Master,4.0,Técnico,IA,14161
PER-91189,29,CUSCO,Perú,C#,React|Laravel,GCP ACE|Scrum Master,3.0,Tecnólogo,Data Science,US$ 22.495
PER-91190,27,Arequipa,Perú,R|Java,Spark|FastAPI,AWS CCP,4.0,Posgrado,Ciberseguridad,US$ 25.336
PER-91191,21,Seattle,USA,Kotlin|Swift|Python,Spark|Angular,GCP ACE,4.0,Autodidacta,BI/Analytics,USD 129280
PER-91192,27,Bogotá,Colombia,Swift|Go,Laravel|Django,GCP ACE,1.0,Posgrado,Frontend,USD 8960
PER-91193,29,CDMX,México,R|Go|TypeScript,Flask,GCP ACE,4.0,Pregrado,Cloud,US$ 28.475
PER-91194,27,Guadalajara,México,R|Swift,Vue,GCP ACE|AWS CCP,,Posgrado,Cloud,US$ 21.741
PER-91195,,rosario,Argentina,c#|python,Angular,GCP ACE,2.0,Autodidacta,DevOps,USD 13708
PER-91196,37,Rosario,Argentina,JavaScript|Go,Laravel,Azure Fundamentals,0.0,Autodidacta,IA,25998
PER-91197,26,santiago,Chile,Scala,Spark|Spring,Scrum Master|GCP ACE,2.0,Tecnólogo,Cloud,US$ 25.641
PER-91198,29,Lima ,Perú,Kotlin|Java,Laravel|Node.js,Scrum Master|None,1.0,Autodidacta,BI/Analytics,USD 15285
PER-91199,36,Guadalajara,México,TypeScript|Python,Django|Node.js,AWS CCP|Scrum Master,4.0,Autodidacta,Cloud,$14919
PER-91200,19,Valencia,España,R,Flask|Vue,AWS CCP|Scrum Master,2.0,Pregrado,Backend,US$ 23.262
PER-91201,25,Guadalajara,México,Scala|Go|Python,FastAPI,GCP ACE|AWS CCP,1.0,Posgrado,Backend,13792
PER-91202,19,Monterrey,México,R|Swift,Spark|Node.js,AWS CCP,2.0,Posgrado,Ciberseguridad,US$ 19.998
PER-91203,29,Monterrey,México,R|TypeScript,Laravel|React,Azure Fundamentals|Scrum Master,2.0,Pregrado,Backend,$19148
PER-91204,31,Santiago,Chile,JavaScript,Django,None|AWS CCP,4.0,Pregrado,Frontend,"$21,174"
PER-91205,27,Bogotá,Colombia,kotlin|php,React,GCP ACE|AWS CCP,0.0,Tecnólogo,Cloud,USD 10865
PER-91206,18,Barcelona,España,Swift|Java,FastAPI,Cisco CCNA,2.0,Técnico,BI/Analytics,"$60,864"
PER-91207,25,Santiago ,Chile,python,Flask|FastAPI,AWS CCP,2.0,Posgrado,Data Science,US$ 26.693
PER-91208,31,Seattle,USA,Kotlin|Scala,Django|Spark,Cisco CCNA,3.0,Técnico,IA,$80010
PER-91209,36,Buenos Aires,Argentina,Go|C#|Swift,.NET|Spark,Cisco CCNA|None,3.0,Técnico,Ciberseguridad,24197
PER-91210,35,Valparaíso,Chile,PHP|TypeScript|Python,Laravel|Vue,AWS CCP|Scrum Master,3.0,Pregrado,Backend,$41132
PER-91211,31,Santiago,Chile,javascript|php|python,Vue|React,None,4.0,Autodidacta,Frontend,US$ 35.438
PER-91212,32,sevilla,España,Scala|PHP|Go,.NET|Angular,AWS CCP,5.0,Pregrado,Frontend,$31620
PER-91213,43,Santiago,Chile,Go,Node.js|Flask,GCP ACE,3.0,Tecnólogo,IA,22652
PER-91214,20,Madrid,España,JavaScript|C#,Spark,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,USD 30101
PER-91215,38,Monterrey,México,Swift,Angular|Django,Azure Fundamentals|GCP ACE,3.0,Autodidacta,BI/Analytics,$15615
PER-91216,30,Bucaramanga,Colombia,TypeScript|Swift,Vue|Angular,Scrum Master|Azure Fundamentals,3.0,Posgrado,Cloud,"$16,714"
PER-91217,21,Madrid,España,C#|Go,Flask|.NET,GCP ACE,6.0,Pregrado,DevOps,30123
PER-91218,27,Guadalajara,México,PHP,.NET,AWS CCP,4.0,Técnico,Ciberseguridad,15945
PER-91219,26,???,España,Scala|Swift,Vue|Laravel,None|GCP ACE,4.0,Técnico,BI/Analytics,39831
PER-91220,39,New York,USA,javascript,React|FastAPI,AWS CCP,6.0,Pregrado,Cloud,112751
PER-91221,34,Cusco,Perú,Kotlin|Swift|JavaScript,.NET|Laravel,Azure Fundamentals,0.0,Tecnólogo,Backend,$15808
PER-91222,35,New York,USA,Scala|Java,.NET|Spark,GCP ACE,2.0,Técnico,Data Science,USD 90891
PER-91223,35,Valparaíso,Chile,javascript|go,Laravel|Angular,Azure Fundamentals,5.0,Autodidacta,DevOps,USD 22302
PER-91224,27,New York,USA,Scala,Spark|Spring,Cisco CCNA,5.0,Autodidacta,DevOps,USD 151802
PER-91225,36,Cusco,Perú,TypeScript,Spring,Cisco CCNA,2.0,Autodidacta,Frontend,USD 25303
PER-91226,24,Córdoba,Argentina,Scala,Spark|Vue,Cisco CCNA,2.0,Técnico,DevOps,US$ 13.887
PER-91227,19,Lima,Perú,swift|php,Flask|Vue,AWS CCP|GCP ACE ,1.0,Pregrado,Data Science,US$ 29.769
PER-91228,38,Valparaiso,Chile,JavaScript|TypeScript,Django,GCP ACE,1.0,Posgrado,BI/Analytics,US$ 26.817
PER-91229,25,new york,USA,Swift|PHP,Spark,AWS CCP,5.0,Posgrado,Frontend,US$ 146.299
PER-91230,24,Barranquilla,Colombia,Kotlin|Swift,Django|.NET,Azure Fundamentals,0.0,Técnico,Ciberseguridad,$13354
PER-91231,37,Miami,USA,Python|C#,Vue,GCP ACE|None,5.0,Técnico,IA,USD 131580
PER-91232,24,Monterrey,México,PHP|TypeScript|Python,Vue,None,6.0,Tecnólogo,Cloud,USD 17097
PER-91233,35,Lima,Perú,Kotlin|TypeScript,Laravel,Cisco CCNA,4.0,Pregrado,BI/Analytics,"$10,738"
PER-91234,33,Madrid,España,Python,FastAPI,AWS CCP|None,1.0,Autodidacta,Backend,36835
PER-91235,30,Lima,Perú,Python,Django,Cisco CCNA,4.0,Autodidacta,BI/Analytics,"$24,099"
PER-91236,31,Lima,Perú,Kotlin|C#,Django|.NET,GCP ACE|Scrum Master,5.0,Posgrado,Data Science,USD 15703
PER-91237,28,Madrid,España,JavaScript,Django|Spring,GCP ACE|AWS CCP,2.0,Técnico,DevOps,$30102
PER-91238,25,San Francisco,USA,Swift|R,Node.js|Spark,Azure Fundamentals,7.0,Autodidacta,IA,"$89,880"
PER-91239,18,Rosario ,Argentina,R|JavaScript,Spring,None|Cisco CCNA,2.0,Técnico,Cloud,$17167
PER-91240,29,New York,USA,PHP|C#|JavaScript,Flask|Spring,Azure Fundamentals|None,4.0,Autodidacta,Data Science,US$ 93.502
PER-91241,24,Sevilla,España,typescript,React,Azure Fundamentals,2.0,Tecnólogo,Data Science,57475
PER-91242,29,Madrid,España,TypeScript,Spark,None|Azure Fundamentals,2.0,Posgrado,Data Science,"$36,441"
PER-91243,28,Guadalajara,México,TypeScript|JavaScript,FastAPI,Scrum Master,0.0,Autodidacta,Frontend,USD 14842
PER-91244,26,Austin,USA,Scala|TypeScript,Laravel|Spark,Azure Fundamentals,1.0,Autodidacta,Ciberseguridad,77519
PER-91245,18,MADRID,España,Java|Swift|R,FastAPI|Spark,GCP ACE,0.0,Técnico,Frontend,USD 70759
PER-91246,29,Puebla,México,Java|Swift,Angular,Cisco CCNA,1.0,Posgrado,Backend,21229
PER-91247,28,Lima,Perú,Java|TypeScript,Node.js|.NET,Azure Fundamentals,5.0,Pregrado,BI/Analytics,US$ 22.134
PER-91248,21,Seattle,USA,R|Kotlin,Node.js,GCP ACE|Scrum Master,0.0,Tecnólogo,Backend,$133155
PER-91249,31,Rosario,Argentina,JavaScript|TypeScript,Laravel|Vue,Cisco CCNA|GCP ACE,0.0,Autodidacta,BI/Analytics,$22193
PER-91250,32,Valparaiso,Chile,typescript|java,Vue|Spark,GCP ACE,0.0,Tecnólogo,IA,USD 35994
PER-91251,18,Guadalajara,México,JavaScript|Swift|Kotlin,.NET|Laravel,Scrum Master,2.0,Pregrado,Cloud,USD 19974
PER-91252,29,Córdoba,Argentina,Python,Spark,Azure Fundamentals,4.0,Técnico,DevOps,USD 23725
PER-91253,25,Buenos Aires,Argentina,TypeScript,.NET|Spring,Cisco CCNA,2.0,Posgrado,BI/Analytics,$23463
PER-91254,27,Valencia,España,TypeScript|Scala,Spark|Angular,None,3.0,Tecnólogo,Ciberseguridad,USD 41629
PER-91255,24,cartagena,Colombia,JavaScript|Go|Java,Spring,AWS CCP,5.0,Técnico,Frontend,"$11,976"
PER-91256,33,Buenos Aires,Argentina,Swift|Python|Java,Laravel,Azure Fundamentals|Scrum Master ,1.0,Pregrado,Frontend,USD 26236
PER-91257,33,Valencia,España,C#|TypeScript|Kotlin,Django,None|Azure Fundamentals,4.0,Técnico,DevOps,US$ 46.235
PER-91258,18,Cartagena,Colombia,Java,Vue,AWS CCP,1.0,Autodidacta,BI/Analytics,USD 11161
PER-91259,38,Cusco,Perú,python|java,Spring,None|Cisco CCNA,2.0,Pregrado,Backend,$25585
PER-91260,32,Puebla,México,Kotlin|Java,React|Flask,AWS CCP|Azure Fundamentals,2.0,Tecnólogo,Frontend,US$ 24.067
PER-91261,39,Seattle,USA,R,Node.js,Azure Fundamentals ,0.0,Técnico,IA,USD 89806
PER-91262,29,Cusco,Perú,R,Node.js|FastAPI,AWS CCP,1.0,Autodidacta,BI/Analytics,$13994
PER-91263,30,???,Chile,Python|Java|Swift,Vue|FastAPI,Azure Fundamentals|AWS CCP,3.0,Técnico,IA,USD 16199
PER-91264,30,Seattle,USA,Swift|Java,Spark,Scrum Master,1.0,Posgrado,Ciberseguridad,USD 99658
PER-91265,29,Monterrey,México,R|JavaScript,Angular,GCP ACE,3.0,Posgrado,Data Science,US$ 13.794
PER-91266,28,Concepción,Chile,PHP|Go|Java,Node.js|Spring,Azure Fundamentals,0.0,Pregrado,DevOps,32272
PER-91267,26,Rosario,Argentina,Swift|TypeScript,Angular,GCP ACE|None,2.0,Posgrado,BI/Analytics,USD 18555
PER-91268,23,Arequipa,Perú,Go|Python,Node.js,None|Azure Fundamentals ,6.0,Posgrado,Ciberseguridad,US$ 21.568
PER-91269,28,Valparaíso,Chile,Swift|Kotlin,FastAPI,AWS CCP,0.0,Posgrado,IA,$27321
PER-91270,27,Valencia ,España,Scala|C#,Vue|React,Azure Fundamentals|None,4.0,Autodidacta,BI/Analytics,USD 58902
PER-91271,30,Medellín,Colombia,typescript|python,.NET|FastAPI,Scrum Master,0.0,Pregrado,Backend,13488
PER-91272,32,Bucaramanga,Colombia,Python|TypeScript,Node.js,GCP ACE|AWS CCP,6.0,Autodidacta,BI/Analytics,$14184
PER-91273,38,puebla,México,Swift|Scala|PHP,Spring|.NET,Scrum Master,3.0,Pregrado,Ciberseguridad,"$27,147"
PER-91274,20,New York,USA,Python|Kotlin,Node.js|Angular,Scrum Master ,1.0,Pregrado,Data Science,"$38,529"
PER-91275,35,New York ,USA,PHP|JavaScript,Spark,AWS CCP|GCP ACE,7.0,Técnico,Cloud,$110759
PER-91276,21,Medellín,Colombia,PHP|Python,Flask,None,0.0,Posgrado,Backend,11406
PER-91277,32,Cali,Colombia,Python|Kotlin,.NET,Cisco CCNA|None,3.0,Técnico,Data Science,"$11,534"
PER-91278,29,???,España,Go,Vue|Django,Scrum Master,4.0,Tecnólogo,Frontend,"$26,982"
PER-91279,25,puebla,México,JavaScript,Flask|FastAPI,GCP ACE|Cisco CCNA,5.0,Posgrado,Ciberseguridad,$24858
PER-91280,35,San Francisco,USA,kotlin,Vue,None,3.0,Posgrado,DevOps,$131928
PER-91281,18,Puebla,México,R|Scala,FastAPI|Spring,AWS CCP,2.0,Técnico,Cloud,US$ 20.463
PER-91282,30,Barcelona ,España,Go|Python|C#,Django,Azure Fundamentals|Cisco CCNA,0.0,Tecnólogo,Ciberseguridad,40646
PER-91283,24,Valencia,España,javascript|swift,Django,Azure Fundamentals,4.0,Pregrado,Cloud,US$ 29.697
PER-91284,,Cali,Colombia,Go|C#,Node.js|Spring,AWS CCP ,5.0,Tecnólogo,DevOps,14947
PER-91285,31,LIMA,Perú,Java|TypeScript,Node.js|Vue,GCP ACE ,1.0,Posgrado,Cloud,$11853
PER-91286,31,Buenos Aires,Argentina,Swift,React,Scrum Master ,2.0,Autodidacta,Data Science,$19315
PER-91287,31,Cali,Colombia,PHP|TypeScript,Angular,Scrum Master,3.0,Técnico,DevOps,USD 10002
PER-91288,25,Barranquilla,Colombia,Go|PHP,Spark,Cisco CCNA|None,3.0,Autodidacta,IA,"$9,105"
PER-91289,23,Santiago,Chile,Kotlin|Swift,Flask|Vue,AWS CCP,1.0,Tecnólogo,Frontend,US$ 19.935
PER-91290,18,Sevilla,España,Swift|C#|Python,FastAPI|Node.js,AWS CCP,3.0,Posgrado,BI/Analytics,US$ 63.178
PER-91291,29,Valencia,España,python|typescript,.NET,Cisco CCNA ,1.0,Posgrado,Backend,$39422
PER-91292,34,Bucaramanga,Colombia,Go|Kotlin|R,Laravel,Cisco CCNA|None,3.0,Posgrado,Frontend,"$15,484"
PER-91293,23,Madrid,España,PHP,Node.js,None,0.0,Técnico,Data Science,41739
PER-91294,25,CÓRDOBA,Argentina,Java|JavaScript|C#,Node.js,GCP ACE,4.0,Autodidacta,Data Science,$24342
PER-91295,29,Sevilla,España,Java,Laravel|Spring,Scrum Master,0.0,Pregrado,BI/Analytics,US$ 53.438
PER-91296,35,???,México,TypeScript|JavaScript|Scala,.NET,None,1.0,Posgrado,BI/Analytics,$19588
PER-91297,29,Concepción,Chile,python,Spark,Azure Fundamentals,6.0,Autodidacta,Cloud,USD 25039
PER-91298,29,Valencia,España,R|Scala,.NET,Cisco CCNA,3.0,Técnico,Cloud,"$32,802"
PER-91299,31,Cartagena,Colombia,TypeScript|Go,Vue,Scrum Master,0.0,Posgrado,Cloud,$10305
PER-91300,34,Barranquilla,Colombia,R|PHP,FastAPI|Vue,AWS CCP,1.0,Posgrado,Frontend,US$ 7.511
PER-91301,31,Valparaíso,Chile,java,FastAPI|.NET,GCP ACE,5.0,Posgrado,Ciberseguridad,USD 40836
PER-91302,33,Valparaíso,Chile,R,.NET|React,Azure Fundamentals ,,Tecnólogo,Cloud,$19199
PER-91303,25,Cali,Colombia,Swift|Java,React|Spark,None,2.0,Técnico,DevOps,"$8,940"
PER-91304,33,santiago,Chile,typescript|javascript,Spark,Azure Fundamentals|GCP ACE,0.0,Tecnólogo,Ciberseguridad,$19058
PER-91305,37,Valparaíso,Chile,Scala|Kotlin|PHP,React,Cisco CCNA,2.0,Tecnólogo,Backend,US$ 37.611
PER-91306,30,Medellín,Colombia,R|PHP|Kotlin,React,GCP ACE,5.0,Pregrado,BI/Analytics,14807
PER-91307,29,Cusco,Perú,JavaScript|Go,Django,None,,Tecnólogo,Backend,"$18,545"
PER-91308,26,???,USA,Java,React,GCP ACE,0.0,Autodidacta,Backend,"$82,426"
PER-91309,30,Guadalajara,México,TypeScript|Go,Laravel|Vue,Scrum Master,2.0,Técnico,Data Science,32473
PER-91310,26,Medellín,Colombia,Scala|Python,Spring|Laravel,Cisco CCNA|GCP ACE,3.0,Autodidacta,Cloud,"$13,797"
PER-91311,18,Barcelona,España,typescript|go|python,Node.js|Angular,Cisco CCNA,3.0,Pregrado,Backend,US$ 35.286
PER-91312,37,CDMX,México,TypeScript|C#,Flask,None,0.0,Autodidacta,Frontend,12028
PER-91313,32,Barranquilla,Colombia,JavaScript|Go,Flask,None,3.0,Pregrado,Data Science,$10886
PER-91314,26,Valparaíso,Chile,JavaScript|Go,Django,Azure Fundamentals,3.0,Tecnólogo,IA,"$20,055"
PER-91315,29,Santiago,Chile,r|kotlin,.NET,None,1.0,Posgrado,IA,US$ 17.463
PER-91316,29,Medellín,Colombia,PHP|TypeScript,Vue|Django,AWS CCP|Cisco CCNA,3.0,Pregrado,Frontend,$8787
PER-91317,27,CDMX,México,JavaScript,Flask,Scrum Master,4.0,Tecnólogo,BI/Analytics,"$13,367"
PER-91318,27,Arequipa,Perú,Scala,.NET,Cisco CCNA,1.0,Tecnólogo,Frontend,USD 13870
PER-91319,31,Concepción,Chile,php,Spring,Scrum Master,2.0,Posgrado,Frontend,USD 16786
PER-91320,34,???,México,C#|Java,FastAPI,Scrum Master,1.0,Autodidacta,Backend,US$ 28.077
PER-91321,29,Austin ,USA,Scala|Java,.NET|Angular,None|Azure Fundamentals,2.0,Técnico,IA,"$123,528"
PER-91322,25,Buenos Aires,Argentina,Kotlin|Scala|JavaScript,Spring,AWS CCP|GCP ACE,4.0,Posgrado,Data Science,USD 32141
PER-91323,25,Barranquilla,Colombia,TypeScript|Swift,.NET|Node.js,None,4.0,Pregrado,DevOps,"$11,218"
PER-91324,36,Barcelona,España,Scala|R|C#,Vue|Angular,None|Azure Fundamentals,0.0,Posgrado,Data Science,US$ 31.671
PER-91325,18,???,México,Kotlin,.NET,AWS CCP|Scrum Master ,2.0,Técnico,DevOps,"$11,415"
PER-91326,18,Puebla,México,TypeScript|Java,Spark|React,None,1.0,Pregrado,Data Science,$13626
PER-91327,36,Madrid,España,r|java,Node.js,Azure Fundamentals|AWS CCP,4.0,Autodidacta,Frontend,"$32,653"
PER-91328,18,Miami,USA,Swift|R|JavaScript,React|Flask,AWS CCP|GCP ACE,2.0,Tecnólogo,IA,US$ 119.440
PER-91329,32,CDMX,México,Swift|JavaScript,Django,Azure Fundamentals,3.0,Técnico,IA,US$ 17.404
PER-91330,37,???,Argentina,PHP|Go,React,None,2.0,Posgrado,DevOps,$23380
PER-91331,34,Seattle,USA,C#|TypeScript|R,Spark|Node.js,Scrum Master|AWS CCP,5.0,Posgrado,BI/Analytics,USD 66041
PER-91332,24,Valparaíso,Chile,PHP|Kotlin,Laravel|Flask,AWS CCP,3.0,Posgrado,Ciberseguridad,"$23,265"
PER-91333,24,Valencia,España,Scala|Go|R,Laravel,Scrum Master,6.0,Técnico,Backend,"$27,563"
PER-91334,26,CÓRDOBA,Argentina,R|Python,Flask|FastAPI,None,4.0,Técnico,Data Science,USD 24890
PER-91335,,Cartagena,Colombia,C#|TypeScript|JavaScript,React,Cisco CCNA|None,5.0,Autodidacta,Ciberseguridad,$16470
PER-91336,34,Santiago,Chile,PHP|Kotlin|Java,FastAPI,GCP ACE,2.0,Pregrado,Backend,$29412
PER-91337,37,Bucaramanga ,Colombia,swift,React,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,"$12,323"
PER-91338,36,???,Chile,Python|R,FastAPI,None|Azure Fundamentals,2.0,Tecnólogo,Frontend,18987
PER-91339,37,Córdoba,Argentina,php,Laravel|Django,Scrum Master,2.0,Tecnólogo,Frontend,USD 35318
PER-91340,26,Austin,USA,swift|r|go,FastAPI|Spring,None,0.0,Autodidacta,Frontend,$126126
PER-91341,19,Valencia,España,C#,.NET,GCP ACE|Cisco CCNA,0.0,Pregrado,Ciberseguridad,$67055
PER-91342,34,Austin,USA,Scala,React,GCP ACE|Cisco CCNA ,2.0,Tecnólogo,IA,$136480
PER-91343,31,Miami,USA,C#|Scala|Swift,Spark|Angular,GCP ACE,3.0,Autodidacta,Cloud,US$ 142.498
PER-91344,28,Cali,Colombia,php|java|javascript,Vue,GCP ACE|Scrum Master,4.0,Autodidacta,BI/Analytics,"$11,348"
